bellch01,1889,Charles C.,R,20,3
bellde01,2000,Derek Nathaniel,R,0,1
bellga01,1958,Wilbur Gary,R,1378,14
bellge01,1907,George Glenn,R,376,5
bellhe01,2004,Heath Justin,R,494,8
bellhi01,1924,Herman S.,R,191,8
bellje01,1971,Jerry Houston,R,89,4
bellro01,2000,,R,421,8
belltr01,2009,Trevor D.,R,76,3
beltrfr01,2002,Francis LeBron,R,68,4
beltrom01,2010,Omar,R,9,1
bendech01,1903,Charles Albert,R,1711,16
benesal01,1995,Alan Paul,R,401,9
benesan01,1989,Andrew Charles,R,2000,15
bengera01,1925,Raymond Adelphia,R,655,13
benitar01,1994,Armando German,R,946,18
benjami01,1997,Michael Paul,R,0,1
benneda01,1964,David Hans,R,1,1
benneer01,1995,Erik Hans,R,13,2
bennefr01,1927,Francis Allen,R,1,2
benneje01,2004,David Jeffrey,R,154,5
bennejo02,1998,,R,13,2
bennesh01,1997,Shayne Anthony,R,71,3
bennhe01,1914,Henry Omer,R,1,1
benoijo01,2001,Joaquin Antonio (Pena),R,676,10
bensoal01,1934,Allen Wilbert,R,4,1
bensokr01,1999,,R,806,10
bentoal01,1934,John Alton,R,697,14
bentola01,1923,Lawrence James,R,670,15
bentosi01,1922,Sidney Wright,R,0,1
benzjo01,1911,Joseph Louis,R,539,9
bereja01,1993,Jason Phillip,R,920,14
berenbr01,1980,Bruce Michael,R,607,8
berenju01,1978,Juan Bautista,R,975,17
bergebr02,2009,Bradley Steven,R,207,3
bergehe01,1907,Charles Carl,R,337,4
bergju01,2009,Justin Christopher,R,27,3
bergmja01,2005,Jason Chris,R,299,6
bergmse01,1993,Sean Frederick,R,455,9
berkeja01,2009,Jason Thomas,R,152,3
berlyja01,1924,John Chambers,R,66,4
bernadw01,1978,Dwight Vern,R,92,4
bernajo01,1909,Joseph Carl,R,2,1
bernavi01,1977,Victor Hugo,R,6,1
bernead01,2000,Adam Gino,R,247,9
bernhbi01,1899,William Henry,R,545,10
bernhwa01,1918,Walter Jacob,R,1,1
berryjo03,1942,Jonas Arthur,R,117,5
beruman01,1995,Andres,R,46,2
bessedo01,1955,Fred Donald,R,118,4
bestka01,1983,Karl Jon,R,73,5
betande01,2011,Dellin,R,2,1
betanra01,2003,Rafael Jose,R,600,10
bethkji01,1965,James Charles,R,19,1
betteje01,1984,Jeffrey Allen,R,5,1
bettsha01,1903,Harold Matthew,R,2,2
bettshu01,1920,Walter McKinley,R,323,10
bevenbi01,1944,Floyd Clifford,R,289,4
beverja01,2002,Jason Robert,R,16,2
bevilbe01,1901,Clarence Benjamin,R,1,1
bevilbr01,1996,Brian Scott,R,67,3
bevillo01,1942,Louis Eugene,R,2,1
bibbyji01,1972,James Blair,R,1079,14
bickfve01,1948,Vernon Edgell,R,450,7
bickhda01,1886,Daniel Denison,R,6,1
bicknch01,1948,Charles Stephen,R,9,2
biddlro01,2000,Lee Francis,R,261,5
bielemi01,1984,Michael Joseph,R,783,15
biemiha01,1920,Harry Lee,R,19,2
bierblo01,1886,Louis W.,R,5,3
bierdra01,2008,Randor,R,25,1
bigbely01,1920,Lyle Randolph,R,13,2
biggsch01,1932,Charles Orval,R,1,1
bilbrji01,1949,James Melvin,R,0,1
billibr02,2011,Bruce,R,7,2
billich01,2006,Chad Ryan,R,903,6
billiha01,1908,Harry Pree,R,62,3
billija01,1968,John Eugene,R,1141,14
billijo02,1927,Haskell Clark,R,67,3
birddo01,1973,James Douglas,R,680,12
birkbmi01,1986,Michael Lawrence,R,149,6
birreba01,1955,Werner Joseph,R,45,3
bisenjo01,2007,Joseph R.,R,8,2
bishobi01,1886,William Robinson,R,9,3
bishoch01,1952,Charles Tuller,R,121,4
bishoji01,1923,James Morton,R,8,2
bisholl01,1914,Lloyd Clifton,R,1,1
bithohi01,1942,Hiram Gabriel (Sosa),R,185,4
bitkejo01,1990,Joseph Anthony,R,24,3
bittije01,1986,Jeffrey Scott,R,53,4
bivinji01,1935,James Nathaniel,R,54,1
blackbo01,1884,Robert Benjamin,R,93,1
blackbu01,1952,William Carroll,R,14,3
blackch01,1915,Foster Edwin,R,7,2
blackda01,1914,David,R,72,4
blackdo01,1943,Donald Paul,R,293,6
blackew01,1942,Ewell,R,839,11
blackge01,1897,George W.,R,1,1
blackji01,1948,James Ray,R,11,2
blackjo02,1952,Joseph,R,222,7
blackle01,1929,Russell Aubrey,R,0,1
blackni01,2007,Robert Nicholas,R,346,5
blackro01,1958,Ronald Hamilton,R,50,2
blaehge01,1925,George Franklin,R,572,12
blairde01,1974,Dennis Herman,R,178,4
blairwi01,1990,William Allen,R,759,13
blakeed01,1951,Edward James,R,1,4
blakesh01,1920,John Frederick,R,621,12
blancal01,1935,Prosper Albert,R,8,2
blandfr01,1910,Frederick James,R,278,5
blankho01,1922,Homer,R,10,3
blankke01,1988,Kevin De Wayne,R,16,4
blankte01,1922,Theodore,R,378,9
blantcy01,1934,Darrell Elijah,R,611,9
blantjo01,2004,Joseph Matthew,R,812,9
blassst01,1964,Stephen Robert,R,896,10
blatest01,1971,Stephen Lawrence,R,13,3
blaylbo01,1956,Robert Edward,R,42,2
blaylga01,1959,Gary Nelson,R,81,2
blaziro01,1996,Ronald Patrick,R,67,2
blethcl01,1923,Clarence Waldo,R,2,2
blissel01,1903,Elmer Ward,R,3,1
blomdbe01,1995,Benjamin Earl,R,15,1
blongjo01,1875,Joseph Myles,R,62,3
bluejji01,1914,James,R,78,3
blumaja01,1996,James Andrew,R,14,1
blumecl01,1922,Clinton Willis,R,4,2
blylebe01,1970,Rik Aalbert,R,3701,24
blyzkmi01,1953,Michael John,R,58,2
bochtdo01,1995,Douglas Eugene,R,215,6
bockura01,1986,Randy Walter,R,33,4
boddimi01,1980,Michael James,R,1330,15
boehlge01,1912,George Henry,R,93,9
boehrbr01,1995,Brian Edward,R,432,11
boernla01,1932,Lawrence Hyer,R,19,1
