dicksla01,1990,Lance Michael,L,4,1,3
dilauja01,1969,Jack Edward,L,50,2,65
dillago01,1988,Gordon Lee,L,4,2,7
dilliha01,1914,Harley Hugh,L,11,1,11
dillost01,1963,Stephen Edward,L,3,2,3
dimicfr01,1988,Frank Lawrence,L,1,1,4
dinarle01,2004,Leonard Edward,L,132,6,94
dipinfr01,1981,Frank Michael,L,515,13,514
dishmgl01,1995,Glenelg Edward,L,66,4,33
dixonst01,1993,Steven Ross,L,3,2,6
dobbjo01,1924,John Kenneth,L,2,1,2
dobenra01,1929,Raymond Joseph,L,4,1,11
dockige01,1945,George Woodrow,L,34,2,35
doddro01,1998,,L,4,1,4
dohened01,1895,Edwin Richard,L,567,10,183
dolanco01,1895,Patrick Henry,L,69,4,35
donlimi01,1899,Michael Joseph,L,6,2,4
donosli01,1955,Lino (Galata),L,39,2,28
donovbi02,1942,Willard Earl,L,24,2,38
doranjo01,1891,John F.,L,55,1,15
doschja01,1903,John Henry (Jr.),L,61,6,27
dottega01,1961,Gary Richard,L,10,3,7
doubrfe01,2010,Felix Antonio,L,29,2,23
dowlida01,1964,David Barclay,L,3,2,2
dowlipe01,1897,Henry Peter,L,299,5,117
downial01,1961,Alphonso Erwin,L,1639,18,405
downssc01,2000,,L,481,11,439
doylepa01,1969,Paul Sinnott,L,65,4,87
draveda01,1982,David Francis,L,558,9,226
dreesto01,1991,Thomas Kent,L,2,1,4
dreiscl01,1944,Clemens Johann,L,39,5,46
dressbo01,1902,Robert Nicholson,L,8,1,1
driscde01,1880,John F.,L,171,4,83
druhoca01,1906,Carl A.,L,60,3,20
duboibr01,1989,Brian Andrew,L,47,2,18
duboser01,2002,Eric Ladell,L,115,5,52
duensbr01,2009,Brian Matthew,L,246,3,109
duffyda01,2011,Daniel Richard,L,87,1,20
duganda01,1928,Daniel Phillip,L,15,2,20
dukema01,1891,Martin F.,L,5,1,4
dukesja01,1969,Noble Jan,L,7,3,16
dukeza01,2005,Zachary Thomas,L,537,7,181
dumatph01,2007,Phillip Anthony,L,97,4,87
dumovni01,1923,Nicholas,L,23,1,28
dunbama01,1995,Matthew Marshall,L,5,1,8
dunleja01,1903,John Francis,L,79,2,21
dunnmi01,2009,Michael G.,L,100,3,101
dupeefr01,1901,Frank Oliver,L,0,1,1
duranro01,1997,Roberto Alejandro,L,23,2,31
durbiki01,1907,Blaine Alphonsus,L,5,1,5
durniri01,1917,Richard Knott,L,0,2,2
duserca01,1956,Carl Robert,L,5,2,3
duvalmi01,1998,,L,23,4,53
dyered01,1922,Edwin Hawley,L,63,6,69
dykhora01,1998,Radhames Alviro,L,1,1,1
earlear01,1960,Arnold Carl,L,310,8,223
earlebi02,1986,William Albert,L,2,1,3
easteja01,1974,James Morris,L,350,14,321
eayrsed01,1913,Edwin,L,13,3,11
ebertde01,1999,,L,4,1,5
eccleha01,1915,Harry Josiah,L,13,1,5
eckener01,2002,Eric Ryan,L,25,2,27
eckeral01,1930,Albert George,L,7,3,18
eddych01,1995,Christopher Mark,L,2,1,6
eddydo01,1970,Donald Eugene,L,23,2,29
edench01,1884,Charles M.,L,8,2,6
edgerbi01,1966,William Albert,L,11,3,17
edmonsa01,1907,Samuel Sherwood,L,0,1,1
edwarji01,1922,James Corbette,L,211,7,145
edwarwa01,1989,Wayne Maurice,L,84,3,62
egandi02,1963,Richard Wallis,L,68,4,74
eganji01,1882,James K.,L,20,1,12
eibelha01,1920,Henry Hack,L,5,1,3
eischjo01,1994,Joseph Raymond,L,244,11,324
eisenha01,1935,Harry,L,157,9,165
eisenja01,1944,Jacob Henry,L,0,1,1
elbersc01,2008,Timothy Scott,L,63,4,77
elderhe01,1913,Henry Knox,L,0,1,1
ellinbr01,1974,Harold Bruce,L,16,1,16
elliogl01,1947,Herbert Glenn,L,25,3,34
ellioju01,1923,James Thomas,L,453,11,252
ellisji01,1967,James Russell,L,8,2,10
ellswdi01,1958,Richard Clark,L,1140,15,407
elvirna01,1990,Narciso Chicho (Delgado),L,6,1,4
embreal01,1992,Alan Duane,L,691,20,882
emigch01,1896,Charles Henry,L,1,1,1
endertr01,2000,,L,5,1,9
engeljo01,1912,Joseph William,L,151,7,102
engelst01,1985,Steven Michael,L,29,1,11
engleri01,1981,Richard Douglas,L,2,1,1
englije01,2010,Jesse Logan,L,4,1,7
enyarte01,1974,Terry Gene,L,2,1,2
erickra01,1929,Ralph Lief,L,2,2,8
escalse01,2009,Sergio Luis (Rodriguez),L,35,2,63
eshelva01,1995,Vaughn Michael,L,118,3,83
esperdu01,1890,Charles H.,L,453,13,236
espinge01,2008,Eugene Macalalag,L,8,1,15
esserma01,1979,Mark Gerald,L,1,1,2
esteldi01,1964,Richard Henry,L,29,2,12
estessh01,1995,Aaron Shawn,L,1210,14,283
estraho01,1999,Horacio (Jimenez),L,22,3,15
estraos01,1929,Oscar,L,0,1,1
evansar01,1932,William Arthur,L,6,1,7
evelada01,2005,Dana J.,L,238,8,100
eversbr01,1994,Bryan David,L,61,4,76
eyresc01,1997,Scott Alan,L,537,15,617
faganbi01,1887,William A.,L,61,2,23
falcope01,1975,Peter Frank,L,865,10,325
falkch01,1925,Chester Emanuel,L,16,3,40
fallobo01,1984,Robert Joseph,L,27,2,13
fanovfr01,1949,Frank Joseph,L,64,2,55
farmemi01,1996,Michael Anthony,L,16,1,7
farreke01,1943,Major Kerby,L,4,1,5
fasseje01,1991,Jeffrey Joseph,L,1643,19,720
fastda01,1968,Darcy Rae,L,10,1,8
faulkji01,1927,James Leroy,L,34,3,43
feierry01,2006,Ryan Robert,L,64,3,25
felicpe01,2002,Pedro Juan (Molina),L,341,8,459
ferenst01,1942,Stanley,L,51,2,53
fernasi01,1983,Charles Sidney,L,1743,16,307
ferraan01,2003,Anthony Michael,L,1,1,4
ferrado01,1955,Donald Hugh,L,350,9,183
ferreto01,1985,Anthony Ross,L,5,1,2
fickjo01,1944,John Ralph,L,2,1,4
fiebecl01,1932,Clarence Thomas,L,1,1,3
filsope01,1982,William Peter,L,187,8,148
finlech01,1986,Charles Edward,L,2610,18,524
finlest01,2001,Steven Allen,L,0,1,1
fischca01,1930,Charles William,L,376,10,191
fishefr01,1964,Frederick Brown,L,1,1,1
fittepa01,1914,Paul Clarence,L,34,2,25
fitzgbr01,2002,Brian Michael,L,3,1,6
fitzgjo03,1958,John Francis,L,3,1,1
flahepa02,1899,Patrick Joseph,L,271,10,173
flanami01,1975,Michael Kendall,L,1491,19,526
flanito01,1954,Thomas Anthony,L,0,2,3
flavijo01,1964,John Thomas,L,5,1,5
flemida01,1991,David Anthony,L,303,6,116
flenehu01,1993,Gregory Alan,L,55,3,29
fletcto01,1962,Thomas Wayne,L,1,1,1
flitchi01,1942,Hildreth Milton,L,1,1,3
flohrmo01,1934,Moritz Herman,L,6,1,14
floredo01,1995,Donald Emery,L,5,1,14
florera01,2002,Randy Alan,L,202,10,350
florero01,2005,Ronald Joel,L,41,3,53
flowewe01,1940,Charles Wesley,L,11,2,14
flynnca01,1894,Cornelius Francis Xavier,L,11,3,9
foleycu01,1879,Charles Joseph,L,127,5,69
foleyjo01,1885,John J.,L,2,1,1
